,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
2290,14.0,"Santa Ynez Valley, Central Coast, California, US",Red,88,54.0,"Slightly reductive on the nose, this blend of 58% Merlot, 28% Cabernet Franc and 14% Cabernet Sauvignon offers aromas of roasted coffee and beef, tar and charred wood. That woody character extends deep into the palate, which also shows roasted berries and espresso bean.",Millésimé 2013 Lumiere Du Fleur Red (Santa Ynez Valley),Millésimé,2013.0,Red Blend,California
2291,14.9,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,88,28.0,"Aromas of cranberry, raspberry, vanilla and baking spice lead to concentrated flavors that show a mixture of fruit and barrel. There are good things going on but the oak seems quite heavy handed, overrunning the variety.",Novelty Hill 2015 Stillwater Creek Vineyard Grenache (Columbia Valley (WA)),Novelty Hill,2015.0,Grenache,Washington
2292,14.4,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,88,28.0,"Barrel aromas are at the fore, with notes of char, coffee and wood spice in front of dark plum. The palate shows a pleasing sense of weight, texture and length. There are good things going on but the oak seems primary.",Novelty Hill 2015 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),Novelty Hill,2015.0,Malbec,Washington
2293,14.4,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,88,28.0,"Light aromas of dried flower, cherry and baking spice are followed by medium-bodied fruit flavors. It brings a sense of sophistication.",Novelty Hill 2015 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Novelty Hill,2015.0,Syrah,Washington
2294,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",White,88,20.0,"The aromas are quite light, with notes of melon, lees, lemon, vanilla, herb and pear, with the palate bringing more of the same. There are good things going on but the concentration seems a bit light.",Novelty Hill 2017 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA)),Novelty Hill,2017.0,Sauvignon Blanc,Washington
2295,12.0,"Columbia Valley (WA), Columbia Valley, Washington, US",White,88,25.0,"The aromas of this wine are quite light initially, seeming hard to tease out before opening to reveal notes of green apple, citrus zest, toasted Grape-Nuts and minerals. It drinks bone dry, while bringing a sense of richness.",Orr 2017 Old Vine Chenin Blanc (Columbia Valley (WA)),Orr,2017.0,Chenin Blanc,Washington
2296,12.1,Palencia,White,88,18.0,"Intense aromas of freshly scooped honeydew melon, flowers and herbs. The rounded palate brings plenty of appeal with its tropical fruit flavor. Enjoy now for its straightforward nature.",Palencia 2017 Sauvignon Blanc (Columbia Valley (WA)),Palencia,2017.0,Sauvignon Blanc,
2297,14.9,"Temecula Valley, South Coast, California, US",Red,88,45.0,"Tight blackberry, dried purple flowers and baked earth aromas show on the nose of this Sangiovese that includes 25% Merlot. Somewhat tangy black-plum and violet flavors show on the palate.",Palumbo Family Vineyards 2014 Due Rossi Sangiovese (Temecula Valley),Palumbo Family Vineyards,2014.0,Sangiovese,California
2298,14.1,"Willamette Valley, Willamette Valley, Oregon, US",Red,88,55.0,"Light in color and delicate in fruit flavors, this pushes pretty cranberry and raspberry notes against a stiffly tannic finish. The wine is young and well made, so more time in bottle should help to adjust and balance the entry and the finish.",Project M 2016 Bednarik Vineyard Pinot Noir (Willamette Valley),Project M,2016.0,Pinot Noir,Oregon
2299,15.3,"Paso Robles Willow Creek District, Central Coast, California, US",Red,88,50.0,"Candied-red-currant and strawberry aromas meet with rose, carnation and lavender on the nose of this blend of 51% Grenache, 28% Syrah and 21% Mourvèdre from Pipestone Vineyard. Balsamic-laced berries meet with savory touches of pepper and herbs on the palate, finishing with crème brûlée.",Pulchella 2016 The Fallen G-S-M (Paso Robles Willow Creek District),Pulchella,2016.0,G-S-M,California
2300,12.9,"Columbia Valley (WA), Columbia Valley, Washington, US",Rose,88,28.0,"A blend of Rhône varieties with Mourvèdre making up over half, this wine is pale-copper colored. The aromas are light, with notes of raw salad, strawberry, spice, grapefruit and cherry. The flavors are light but sleek, delivering appeal.",Pursued by Bear 2017 Blushing Bear Rosé (Columbia Valley (WA)),Pursued by Bear,2017.0,Rosé,Washington
2301,14.0,"Willamette Valley, Willamette Valley, Oregon, US",Red,88,28.0,"Supple with scents of violets and sweet spices, this features fruit flavors of black cherries, laced with hints of brown sugar. It's made for near-term drinking, and backed with balanced acids and tannins.","R. Stuart & Co. 2015 Love, Oregon Pinot Noir (Willamette Valley)",R. Stuart & Co.,2015.0,Pinot Noir,Oregon
2302,13.5,Riley's Rows,White,88,26.0,"This wine has juicy apple, lemon and lime flavors with a touch of tangerine-laden acidity that helps keep the balance in check. Moderately structured, it's an enjoyable wine with texture and length.",Riley's Rows 2017 Sauvignon Blanc (North Coast),Riley's Rows,2017.0,Sauvignon Blanc,
2303,13.5,Rodney Strong,Red,88,20.0,"Smoky oak and chewy tannin provide a stiff backbone to this rich dark-fruited wine, made to be enjoyed in its youth. Tobacco, black pepper and turned earth add complexity to a rounded midpalate of lush black cherry and plum.",Rodney Strong 2015 Cabernet Sauvignon (Sonoma County),Rodney Strong,2015.0,Cabernet Sauvignon,
2304,15.2,Saggi,Red,88,55.0,"This wine starts out a bit reduced, with aromas of tire rubber, char and pencil eraser in front of cherry, flower, raspberry and herb. The flavors are sleek in style, with firm, not fully resolved tannins backing it all up.",Saggi 2015 Red (Columbia Valley (WA)),Saggi,2015.0,Red,
2305,14.5,"Monterey, Central Coast, California, US",Red,88,22.0,"Hibiscus, carnations and a hint of vanilla show on the nose of this bottling. The palate shows a strong fruit-punch character, with layers of fennel pollen adding complexity.",San Simeon 2017 Estate Reserve Pinot Noir (Monterey),San Simeon,2017.0,Pinot Noir,California
2306,14.7,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Red,88,35.0,"This wine is a blend of Cabernet Sauvignon (65%), Merlot (24%) and Cabernet Franc. There's some reduction out of the gate. Smoke, tar, blackberry, blueberry and earth aromas and flavors follow, with a warm finish. There's an appealing sense of texture and a length finish, but it seems a bit unsettled now.",Saviah 2015 Une Vallee Red (Walla Walla Valley (WA)),Saviah,2015.0,Red Blend,Washington
2307,15.1,"Umpqua Valley, Southern Oregon, Oregon, US",Red,88,32.0,"This is a strong heavy wine, with dense blueberry fruit bordering on jam. Tannins are smooth and the finish seems drenched in chocolate syrup. There's nothing shy here, but the potent flavors and overall drinkability show the potential for Dolcetto in southern Oregon.",Spangler 2015 Khayam's Block Dolcetto (Umpqua Valley),Spangler,2015.0,Dolcetto,Oregon
2308,13.0,Sweet Cheeks,Red,88,29.0,"Soft and supple, this blends light berry fruit with butterscotch and chocolate highlights. It's forward, easy-drinking and fairly light, though quite delicious. Drink now–2020.",Sweet Cheeks 2016 Pinot Noir (Willamette Valley),Sweet Cheeks,2016.0,Pinot Noir,
2309,13.8,"Red Mountain, Columbia Valley, Washington, US",Red,88,38.0,"A blend of Portuguese varieties, the aromas explode, with notes of mountain blueberry, huckleberry, orange peel, fresh tobacco, herb and spice. The palate shows an elegant styling, with orange-peel notes lingering on the finish. One wants more concentration but what's there is riveting.",The Walls 2015 Stanley Groovy Red (Red Mountain),The Walls,2015.0,Red Blend,Washington
2310,12.0,"Virginia, Virginia, US",Red,88,32.0,"Bright notes of red cherry, lavender, fig and cedar are fierce on the nose, leading to a palate that adds in smoked meat and charred wood flavors. The oak spice and firm tannins are well integrated, with zippy acidity carrying to a smoky finish.",The Williamsburg Winery 2015 XV Limited Release Red (Virginia),The Williamsburg Winery,2015.0,Red Blend,
2311,13.0,"Monticello, Virginia, US",Red,88,35.0,"Deep and unctuous, this Bordeaux-style red blend is dark garnet in color, with brooding aromas of cacao nibs, tar, plum and cooked blueberry. Beyond the heavy tannic expression, flavors of black plum, violets and more cacao come through. The acidity is bright enough to match the tannins and weight. The finish is long with bitter dark chocolate at the end.",Veritas 2015 Vintner's Reserve Red (Monticello),Veritas,2015.0,Red Blend,
2312,14.9,Watermill,Red,88,35.0,"This young wine is an unusual offering of the variety, with aromas of cranberry, black raspberry, herb and fruit leather. The cranberry and cherry flavors are tart, with a grip of tannin, coffee and barrel spice on the finish.",Watermill 2016 Cabernet Sauvignon (Walla Walla Valley (OR)),Watermill,2016.0,Cabernet Sauvignon,
2313,14.2,"Santa Ynez Valley, Central Coast, California, US",Red,88,22.0,"Cola, black raspberries, lilacs and a hint of tar show on the nose of this blend of 45% Grenache, 44% Mourvèdre, 9% Cinsaut and 2% Syrah. Dense flavors of red and purple fruit lead into chipped asphalt and gravel on the palate.",Zaca Mesa 2014 Z Cuvée Red (Santa Ynez Valley),Zaca Mesa,2014.0,Rhône-style Red Blend,California
2314,13.0,Ancient Peaks,White,87,19.0,"Quite light in the glass, this bottling shows strong amounts of guava and tuberose on the nose, but also touches of chalk and citrus pith. There is racy acidity on the palate, where loads of bubblegum and lily flavors are quite powerful.",Ancient Peaks 2017 Chardonnay (Santa Margarita Ranch),Ancient Peaks,2017.0,Chardonnay,
2315,14.2,"Columbia Valley (WA), Columbia Valley, Washington, US",White,87,25.0,"Aromas of pear, Grape-Nuts and toast lead to a palate that is broad down the middle, and lighter along the edges. It finishes a touch warm.",Ashan 2017 Barrel Fermented Chardonnay (Columbia Valley (WA)),Ashan,2017.0,Chardonnay,Washington
2316,13.3,Lady Hill,White,87,20.0,"This is a tight lightly peppery wine, with green-fruit flavors of melon, apple and a touch of cucumber. Two-thirds was fermented in stainless tanks; the rest in neutral oak. Drink now through 2020.",Lady Hill 2017 Pinot Gris (Willamette Valley),Lady Hill,2017.0,Pinot Gris,
2317,13.9,"Knights Valley, Sonoma, California, US",Rose,87,25.0,"Rich, round and slightly candied, this is a crowd-pleasing wine that shows layered flavors of apple and cherry. The acidity is measured and supportive.",Lawer 2017 Betsy's Vineyard Rosé of Syrah (Knights Valley),Lawer,2017.0,Syrah,California
2318,13.2,"Willamette Valley, Willamette Valley, Oregon, US",Rose,87,14.0,"In a state seemingly overrun with rosé, this is cheaper and sweeter than most of its peers. Pretty cranberry and black-cherry fruit is front and center, and the natural acids just about balance out sugar listed at 13 g/L. It's best drunk chilled, as an aperitif or with mild cheeses.",Chris James 2017 Pinot Noir Rosé (Willamette Valley),Chris James,2017.0,Rosé,Oregon
2319,14.3,Donati Family Vineyard,White,87,22.0,"Honey, apple flesh, wet stone and lime show on the layered nose of this bottling from an appellation in San Benito County. The honey-brushed palate shows orange cream and a hint of almond.",Donati Family Vineyard 2017 Pinot Blanc (Paicines),Donati Family Vineyard,2017.0,Pinot Blanc,
2320,12.0,"Yamhill-Carlton, Willamette Valley, Oregon, US",White,87,28.0,"All stainless fermented, this thin, green effort shows little fruit flavor apart from tart citrus. There's a bit of lemon rind along with the juice, and despite going through 100% malolactic it's still a tart acid-driven wine.",Et Fille 2016 Deux Vert Vineyard Viognier (Yamhill-Carlton),Et Fille,2016.0,Viognier,Oregon
2321,13.0,"Monticello, Virginia, US",Red,87,27.0,"Aromas of black olive, clove, coffee, licorice and leather are powerful on the nose. The palate is equally robust, with dense flavors of bitter chocolate and charred wood that mask the faint blackberry fruit. This wine has ample tannins, bright acidity and a full body.",Flying Fox 2015 Trio Red (Monticello),Flying Fox,2015.0,Red Blend,
2322,13.0,Flying Fox,White,87,19.0,"Cantaloupe and hazelnuts are abundant on the nose and carry to the palate. While round in feel, ample acidity offers proper dimension. The finish is long and nutty.",Flying Fox 2017 Pinot Gris (Shenandoah Valley),Flying Fox,2017.0,Pinot Gris,
2323,12.5,"Willamette Valley, Willamette Valley, Oregon, US",White,87,33.0,"Five clones are blended in this barrel-fermented wine. It's young, sharp and toasty (from just 10% new oak). Fruits are light and recall yellow apples and a touch of citrus.",Fullerton 2016 Five Faces Chardonnay (Willamette Valley),Fullerton,2016.0,Chardonnay,Oregon
2324,14.5,"Wahluke Slope, Columbia Valley, Washington, US",Red,87,32.0,"Hailing from Stonetree Vineyard, the aromas show notes of raspberry, blueberry, spice and a light medicinal note. The palate mixes rich dark-fruit and medicine-cabinet flavors.",Guardian 2015 The Informant Syrah (Wahluke Slope),Guardian,2015.0,Syrah,Washington
2325,14.0,Guzzo,Red,87,24.0,"This winery ferments in small American oak barrels. Here, the flavors are earthy and tannic, with touches of leather, licorice and mushroom. Tannins have a bitter character, and there's not much fruit flavor, but in the style of a simple rustic European red wine, it's perfectly acceptable.",Guzzo 2016 Syrah (Rogue Valley),Guzzo,2016.0,Syrah,
2326,13.9,J Wilkes,Red,87,25.0,"Clean strawberry-juice aromas meet with light mint cream on the nose of this bottling. The flavors are a bit primary still, with fresh and juicy red-fruit touches with just a touch of tannic framing on a somewhat thin body.",J Wilkes 2016 Zinfandel (Paso Robles),J Wilkes,2016.0,Zinfandel,
2327,14.5,"Sonoma County, Sonoma, California, US",Red,87,35.0,"Juicy and broad-shouldered in a ripeness of brawny blackberry and cherry fruit, this wine is marked by a preponderance of oak and tannin.",JCB 2016 No. 12 Pinot Noir (Sonoma County),JCB,2016.0,Pinot Noir,California
2328,13.0,Jefferson Vineyards,White,87,40.0,"Floral and tropical in aroma and flavor, this wine displays tones of elderflower, papaya and grass. It is round and mouthcoating, with a long, fruity finish.",Jefferson Vineyards 2015 Viognier (Virginia),Jefferson Vineyards,2015.0,Viognier,
2329,14.5,"Yakima Valley, Columbia Valley, Washington, US",White,87,25.0,"This wine starts out quite reduced. Behind that are aromas of peach, apricot, Creamsicle and flower. There's a pleasing sense of weight and viscosity to the palate, without ever getting bogged down.",K Vintners 2016 Art Den Hoed Viognier (Yakima Valley),K Vintners,2016.0,Viognier,Washington
2330,14.4,Newsprint,Red,87,25.0,"The variety is unmistakable, with notes of garden herb in front of dark fruit along with a medley of barrel spice. The fruit flavors are light but well proportioned.",Newsprint 2016 Cabernet Sauvignon (Columbia Valley (WA)),Newsprint,2016.0,Cabernet Sauvignon,
2331,14.5,"Yakima Valley, Columbia Valley, Washington, US",Red,87,36.0,"Grenache (60%) takes the lead on this wine, followed by Syrah (30%) and Mourvèdre. Lighter in color with an orange tinge at the rim, the aromas suggest notes of raspberry, cranberry, rose hips and vanilla bean. There's a lovely sense of feel but the oak seems a bit intense.",Palencia 2015 Casa Amarilla Red (Yakima Valley),Palencia,2015.0,Rhône-style Red Blend,Washington
2332,14.2,"Napa Valley, Napa, California, US",Red,87,29.0,"This is made from 72% Merlot with 20% Cabernet Sauvignon and 8% Cabernet Franc. Roundly structured, it has classic herbal undertones that accent black cherry and clove, with a lasting taste of toasted oak.",Picayune 2015 Padlock Red (Napa Valley),Picayune,2015.0,Red Blend,California
2333,13.5,Sean Minor,White,87,14.0,"Zesty lime and citrus blossom aromas make for a very fresh take on the grape. There is a hint of sweetness at the tip of the sip, then come bright flavors of orange rind and squeezed citrus.",Sean Minor 2017 Chardonnay (Central Coast),Sean Minor,2017.0,Chardonnay,
2334,14.5,Starside,Red,87,23.0,"Bittersweet chocolate, dried herb, tar and cherry aromas are at the fore. The palate brings leafy herb flavors, with plenty of fresh cherries alongside them.",Starside 2016 Cabernet Sauvignon (Columbia Valley (WA)),Starside,2016.0,Cabernet Sauvignon,
2335,14.6,"Yakima Valley, Columbia Valley, Washington, US",Red,87,36.0,"Cabernet Sauvignon (44%) is the highest percentage in this blend, followed by Cabernet Franc (28%), Merlot (22%) and Malbec. Aromas of green herb, dried red and black fruit, ash, dried orange peel and herb are followed by tangy medicine-cabinet flavors backed by dry tannins with a pleasant lick of acidity. It seems a bit dried out.",Stevens 2015 Stevens424 Red (Yakima Valley),Stevens,2015.0,Red Blend,Washington
2336,14.5,The Williamsburg Winery,White,87,22.0,"This wine starts off with exotic aromas of white flowers, lemongrass and quince. The palate is rich and creamy in feel, with an herbaceous character and a lingering finish.",The Williamsburg Winery 2017 Petit Manseng (Virginia),The Williamsburg Winery,2017.0,Petit Manseng,
2337,12.6,Three Rivers,White,87,18.0,"Lighter-styled aromas of herb, lemon zest and fig are followed by medium-bodied fruit flavors. A melon note lingers on the finish.",Three Rivers 2017 Sauvignon Blanc (Columbia Valley (WA)),Three Rivers,2017.0,Sauvignon Blanc,
2338,13.8,"Dundee Hills, Willamette Valley, Oregon, US",Red,87,60.0,"Though riper than the last vintage tasted (2013), this wine is affected from the sameness that runs through virtually all of the winery's many vineyard selections. Clearly a stylistic choice, it's acidic, bone dry, earthy and stocked with green, leafy flavors over and above the light hints of berry.",Torii Mor 2015 Nysa Vineyard Pinot Noir (Dundee Hills),Torii Mor,2015.0,Pinot Noir,Oregon
2339,12.7,"Willamette Valley, Willamette Valley, Oregon, US",Rose,87,18.0,"There are lightly floral aromas, along with suggestions of barely ripe strawberries. On the palate the flavors run to tomato leaf and strawberry leaf more than ripe fruit.",Torii Mor 2017 Pinot Noir Rosé (Willamette Valley),Torii Mor,2017.0,Rosé,Oregon
2340,15.4,"Suisun Valley, North Coast, California, US",Red,87,30.0,Sunbaked fruit aromas and very ripe flavors saturate this full-bodied wine. Intense dried plum and raisin notes shade black cherry and chocolate while mild tannins firm up the palate.,GrapeHeart Vineyards 2013 The Thrill Cabernet Sauvignon (Suisun Valley),GrapeHeart Vineyards,2013.0,Cabernet Sauvignon,California
2341,13.5,Austerity,Red,87,17.0,"Tangy red fruits meet with roasted game, damp campfire and juniper on the nose of this bottling. There is a strong eucalyptus and pine needle kick to the sip, alongside tobacco leaf and dark fruits.",Austerity 2016 Cabernet Sauvignon (Paso Robles),Austerity,2016.0,Cabernet Sauvignon,
2342,14.5,Ballard Lane,Red,87,12.0,"Slightly sour cherry aromas meet with juniper and wet earth on the nose of this bottling. Similar elements carry over to the palate, where tangy orange-rind flavors meet with pomegranate and earthy herbs.",Ballard Lane 2016 Pinot Noir (Central Coast),Ballard Lane,2016.0,Pinot Noir,
2343,14.0,Big Fire,Red,87,19.0,"A return to form in 2015, this value-priced Pinot delivers enjoyable flavors of citrus and berry, front-loaded and easily accessible. There are light hints of herb, and for your flavor dollar, this is a winner.",Big Fire 2015 Pinot Noir (Willamette Valley),Big Fire,2015.0,Pinot Noir,
2344,13.55,"Arroyo Seco, Central Coast, California, US",White,87,40.0,"A fairly dark shade of yellow in the glass, this bottling starts with aromas of toasted nuts, lemon sorbet and clotted cream. The palate comes across as cleaner and crisper, tangy with orange rind but broad with toasted bread and more nutty qualities. It shows a touch of early oxidation.",Blair Estate 2015 The Matriarch Delfina's Vineyard Chardonnay (Arroyo Seco),Blair Estate,2015.0,Chardonnay,California
2345,14.5,"Horse Heaven Hills, Columbia Valley, Washington, US",Red,87,28.0,"Aromas of dill, pickling spice, vanilla, herb and dark fruit lead to straight down the fairway, with light but plump-feeling fruit flavors. The aromas and flavors don't sync up.",Chateau Ste. Michelle 2015 Canoe Ridge Estate Cabernet Sauvignon (Horse Heaven Hills),Chateau Ste. Michelle,2015.0,Cabernet Sauvignon,Washington
2346,13.2,"Willamette Valley, Willamette Valley, Oregon, US",White,87,20.0,"Among the winery's trio of Pinot Gris offerings, this occupies the middle rung. It's a steely herbal style, quite different from the fruit-laden vineyard designate. Here the flavors focus on citrus rind and a touch of bitter seed rather than ripe fleshy fruit. It's a different style, which would accompany simple grilled chicken with rosemary.",Coelho 2017 Renovação Pinot Gris (Willamette Valley),Coelho,2017.0,Pinot Gris,Oregon
2347,12.8,"McMinnville, Willamette Valley, Oregon, US",Rose,87,21.0,"This is a blended rosé, 45% Syrah and 55% Pinot Noir. The light strawberry fruit may be attributed to the latter; the peppery punch-up to the former. It's finished dry, with a full-bodied fruity mouthfeel.",Coeur de Terre 2017 Rustique Rosé (McMinnville),Coeur de Terre,2017.0,Rosé,Oregon
2348,13.9,"Santa Cruz Mountains, Central Coast, California, US",Red,87,35.0,"Tar and dried berries show on the somewhat weak but pleasant nose of this bottling. Tannins frame the palate rather rigidly, hiding the dark-fruit flavors.",Cooper-Garrod 2014 Finley Vineyard Syrah (Santa Cruz Mountains),Cooper-Garrod,2014.0,Syrah,California
2349,14.7,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Red,87,55.0,"This wine is principally Merlot (69%), with the rest Cabernet Sauvignon (26%) and Cabernet Franc. Aromas of baking spice, fresh herb, blackberry, tar and spice lead to lighter-styled fruit flavors. The concentration seems light, but what's there is nice, bringing a sense of elegance.",DaMa 2014 Collage Red (Walla Walla Valley (WA)),DaMa,2014.0,Red Blend,Washington
2350,14.1,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,49.0,"This wine is mostly Merlot (58%) and Cabernet Sauvignon (35%) along with pinches of Cabernet Franc and Petit Verdot. Aromas of dried raspberry, mint, herb and spice lead to rich but dried-out-seeming fruit flavors that finish short.",DeLille 2015 D2 Red (Columbia Valley (WA)),DeLille,2015.0,Red Blend,Washington
2351,13.7,Kudos,Red,87,17.0,"This is a light wine, with tangy cranberry-raspberry flavors and a hint of toasted coconut. The flavors are forward and quite pleasant; they hit the palate and hold steady, but there's no further development and they quickly fade.",Kudos 2016 Pinot Noir (Willamette Valley),Kudos,2016.0,Pinot Noir,
2352,14.4,Matthews,Red,87,37.0,"This is a blend of Cabernet Sauvignon (45%), Merlot (26%), Cabernet Franc (21%), Malbec (4%) and Petit Verdot. The aromas offer high-toned notes of green herb, cherry, anise and char. The palate shows a light linear styling, not seeming to have the fruit or structure to entirely hold it all together.",Matthews 2015 Claret (Columbia Valley (WA)),Matthews,2015.0,Claret,
2353,12.8,"Willamette Valley, Willamette Valley, Oregon, US",Rose,87,24.0,"Though the majority of Oregon rosés are light versions of Pinot Noir that's been picked early and quickly pressed off the skins, this is simply a blend of regular Pinot and unspecified white wine grapes. It's fruity and dry, with a blocky mouthfeel and flavors of grapefruit and tart raspberry.",Project M 2017 Acclara Rosé (Willamette Valley),Project M,2017.0,Rosé,Oregon
2354,14.8,Provenance Vineyards,White,87,26.0,"With 5% Sémillon and 1% Muscat, this is no shy white, offering instead full-bodied, lush and fleshy flavors of peach, mango and vanilla. It lingers in a finish of freshly cut grass.",Provenance Vineyards 2016 Sauvignon Blanc (Rutherford),Provenance Vineyards,2016.0,Sauvignon Blanc,
2355,13.9,"Rogue Valley, Southern Oregon, Oregon, US",Red,87,40.0,"Sourced from the Folin vineyard, this is quite light and herbal. The flavors move into a tannic midpalate, with tobacco and tea rather than ripe fruit. It spent almost two years in 100% new French oak, which seems to have sent the fruit packing, at least for the time being.",Raptor Ridge 2015 Reserva Tempranillo (Rogue Valley),Raptor Ridge,2015.0,Tempranillo,Oregon
2356,14.4,"Paso Robles, Central Coast, California, US",Red,87,32.0,"Both the candied-red-cherry and warm baking-spice notes make for a very welcoming nose on this bottling. The palate is a bit light and framed by rough tannins, showing flavors of smoke, cinnamon and red fruit.",Rockin' R Winery 2013 Purple Rain Grenache (Paso Robles),Rockin' R Winery,2013.0,Grenache,California
2357,13.0,"Virginia, Virginia, US",Red,87,36.0,"Red plum, kirsch and cola are met a savory tone on the nose. The palate brings tones of game, licorice and red plum. Ample acidity, well-integrated tannins and a full body lead to a long, meaty finish.",Slater Run 2015 First Bridge Red (Virginia),Slater Run,2015.0,Red Blend,
2358,14.4,"Yakima Valley, Columbia Valley, Washington, US",Red,87,32.0,"High-toned aromas of green herb, fresh flower, green pepper and cherry are followed by a mixture of lightly styled fruit and herb flavors that bring a lightly tacky feel. Floral notes persist on the finish.",Stevens 2015 StevensFranc Cabernet Franc (Yakima Valley),Stevens,2015.0,Cabernet Franc,Washington
2359,12.5,"Virginia, Virginia, US",Rose,87,21.0,"On the nose, aromas of black cherry and blood-orange bitters seem medicinal. The palate echoes the nose and is supported by a rustic tannic structure.",Stinson 2017 Rosé of Mourvèdre (Virginia),Stinson,2017.0,Mourvèdre,
2360,12.4,"Virginia, Virginia, US",White,87,19.0,"This unoaked Chardonnay offers soft notes of marzipan, white peach, ripe yellow apples and ginger powder on the nose. It is round and mouthcoating on the palate, with flavors that echo the nose.",The Williamsburg Winery 2017 Stainless Steel Fermented Chardonnay (Virginia),The Williamsburg Winery,2017.0,Chardonnay,
2361,12.5,"Columbia Valley (WA), Columbia Valley, Washington, US",White,87,20.0,"This wine is 60% Roussanne and 40% Viognier. After starting out quite reduced, it opens to reveal notes of melon, pencil eraser and citrus. The lemony flavors are sleek and acid driven.",Time & Direction 2017 Fretboard White (Columbia Valley (WA)),Time & Direction,2017.0,White Blend,Washington
2362,12.0,"Washington, Washington Other, Washington, US",Rose,87,12.0,"Watermelon, watermelon-rind and herb aromas are followed by dry, broad but still lighter-styled fruit flavors. It's straight down the fairway.",Vino 2017 Sangiovese Rosé (Washington),Vino,2017.0,Rosé,Washington
2363,13.0,Vino La Monarcha,White,87,18.0,"Bright aromas of honeydew melon, Asian pear and herb lead to tart, spritzy, lighter-styled fruit flavors. The concentration seems light, but what's there is good.",Vino La Monarcha 2017 Sauvignon Blanc (Ancient Lakes),Vino La Monarcha,2017.0,Sauvignon Blanc,
2364,13.5,"Willamette Valley, Willamette Valley, Oregon, US",Rose,87,24.0,"Made from fruit sourced from the Elton and Tualatin vineyards, this is tart and racy, with flavors of light strawberry and citrus rind. It thins out and leaves an impression of grippy tannins.",Willamette Valley Vineyards 2017 Estate Rosé (Willamette Valley),Willamette Valley Vineyards,2017.0,Rosé,Oregon
2365,13.0,"Washington, Washington Other, Washington, US",White,87,10.0,"The aromas pop, with notes of tropical fruit, peach and flower. The palate brings just-off-dry peach and grapefruit flavors. There's value to be had.",14 Hands 2016 Hot to Trot White (Washington),14 Hands,2016.0,White Blend,Washington
2366,14.3,"Red Mountain, Columbia Valley, Washington, US",Red,87,44.0,"Lighter in color, aromas of vanilla extract, green wood, baking spice, herb and raspberry are followed by light-bodied fruit flavors. The concentration doesn't all seem there, and the wood is quite intense.",Ambassador Vineyard 2015 Estate Grown Grenache (Red Mountain),Ambassador Vineyard,2015.0,Grenache,Washington
2367,12.6,"St. Helena, Napa, California, US",Rose,87,22.0,"Tart, dry acidity accentuates a sharpness of lemon and grapefruit in this thickly textured wine. A gamy note of charcuterie contrasts well against the fruit.",Benessere 2017 Estate St. Helena Vineyard Rosato di Sangiovese (St. Helena),Benessere,2017.0,Sangiovese,California
2368,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,87,20.0,"This wine comes from a new, yet-to-be approved growing region called The Burn. Plum, herb, green-pepper and baking-spice aromas are followed by lightly sweet black-currant flavors. The concentration seems a bit light.",Borne of Fire 2016 The Burn Cabernet Sauvignon (Columbia Valley (WA)),Borne of Fire,2016.0,Cabernet Sauvignon,Washington
2369,15.0,L'Ecole No. 41,Red,87,25.0,"Though labeled as Syrah, this wine contains a healthy dollop of Grenache (20%) and a dash of Mourvèdre. Raspberry, toasty oak, plum, coffee and spice aromas are followed by lighter-styled fruit flavors that trail on the finish. The concentration doesn't seem all there.",L'Ecole No. 41 2016 Syrah (Columbia Valley (WA)),L'Ecole No. 41,2016.0,Syrah,
2370,14.4,Newsprint,Red,87,18.0,"The aromas are fruit forward, with notes of plum and spice, along with what appears to be a light oxidative note. The palate is lush and fruit-filled finishing warm.",Newsprint 2016 Malbec (Columbia Valley (WA)),Newsprint,2016.0,Malbec,
2371,14.5,Palencia,Red,87,36.0,"Fruit for this wine hails from Canyon Vineyard Ranch. Aromas of baking spice, vanilla extract and raspberry are followed by lighter-styled elegant fruit flavors, with abundant vanilla accents. There are good things going on, but the wood gets in the way, taking over on the palate.",Palencia 2015 Grenache (Yakima Valley),Palencia,2015.0,Grenache,
2372,14.5,Potomac Point,Red,87,43.0,"This Cabernet Franc bursts with notes of grilled peppers and jammy blackberries. It boasts zippy acidity, with herbaceous flavors and underpinnings of earth and toasty oak. The finish is fresh with ample acidity.",Potomac Point 2016 Cabernet Franc (Virginia),Potomac Point,2016.0,Cabernet Franc,
2373,16.0,"Paso Robles, Central Coast, California, US",Red,87,35.0,"Smoked black-raspberry aromas meet with sagebrush and a pinch of pepper on the fresh nose of this bottling. The palate shows slightly sour plum, smoke, wild mint and woody earth flavors.",Pulchella 2015 Mercenary Zinfandel (Paso Robles),Pulchella,2015.0,Zinfandel,California
