,Unnamed: 0,Unnamed: 0.1,Alcohol,Appellation,Bottlesize,Category,Points,Price,Review,Url,Variety,Wine,Winery,Unnamed: 0.1.1,Unnamed: 0.1.1.1
622,622,522.0,14.5%,Berryessa Gap,750 ml,Red,88,"$32,  Buy Now","This wine is big, bold and densely textured. Ripe blackberry and violet aromas lead to rich saturated fruit flavors, very little oakiness and a very full mouthfeel boosted by layered tannins.",https://www.winemag.com/buying-guide/berryessa-gap-2016-durif-yolo-county-305240/,Yolo County,Berryessa Gap 2016 Durif (Yolo County),Berryessa Gap,121.0,121.0
623,623,523.0,13.1%,Black Ridge,750 ml,White,88,"$32,  Buy Now",Crushed sandstone and flinty mineral aromas meet with a slightly reductive nose on this bottling. The palate is very tightly wound with grassy lime-skin flavors.,https://www.winemag.com/buying-guide/black-ridge-2014-viognier-santa-cruz-mountains-305042/,Santa Cruz Mountains,Black Ridge 2014 Viognier (Santa Cruz Mountains),Black Ridge,122.0,122.0
624,624,524.0,12%,"Yamhill-Carlton, Willamette Valley, Oregon, US",750 ml,White,88,"$24,  Buy Now","From a 1984 planting, this is listed as medium dry but shows noticeable sweet, somewhat sugary fruit flavors. The mix of sugar, acid and biting skin flavors is a bit jagged at this point, and the finish shuts down abruptly. Give it another year or two in the bottle and it should pull those well-made components together.",https://www.winemag.com/buying-guide/brooks-2016-yamhill-vineyard-riesling-yamhill-carlton/,Riesling,Brooks 2016 Yamhill Vineyard Riesling (Yamhill-Carlton),Brooks,123.0,123.0
625,625,525.0,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red,88,"$40,  Buy Now","From an New York operation located in the Hudson Valley that bills itself as the oldest continuously operating winery in the country, this bottling shows baked cherries, blackberries, molasses and anise on the nose. It's rounded and rich on the palate, where charred red fruits meet with cocoa atop a decently structured texture.",https://www.winemag.com/buying-guide/brotherhood-2014-1839-cabernet-sauvignon-paso-robles/,Cabernet Sauvignon,Brotherhood 2014 1839 Cabernet Sauvignon (Paso Robles),Brotherhood,124.0,124.0
626,626,526.0,13.7%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,White,88,"$32,  Buy Now","This barrel-fermented (one-sixth new), single-clone, estate-grown wine has pleasant but light flavors of fresh apple. The concentration of the previous vintage is missing, but the balance is fine, with hints of buttery toast in the finish.",https://www.winemag.com/buying-guide/carabella-2016-dijon-76-estate-chardonnay-chehalem-mountains-305848/,Chardonnay,Carabella 2016 Dijon 76 Estate Chardonnay (Chehalem Mountains),Carabella,125.0,125.0
627,627,527.0,13.8%,"El Dorado, Sierra Foothills, California, US",750 ml,Red,88,"$25,  Buy Now","This wine is very fruity and also well-structured, offering generous raspberry and blackberry flavors backed by moderate tannins and good acidity. It's well balanced and appetizing to taste.",https://www.winemag.com/buying-guide/charles-b-mitchell-2016-estate-primitivo-el-dorado-305212/,Primitivo,Charles B. Mitchell 2016 Estate Primitivo (El Dorado),Charles B. Mitchell,126.0,126.0
628,628,528.0,14.9%,Cinnabar,750 ml,Red,88,"$42,  Buy Now","Rich aromas of dark plum, sagebrush, cola and black cherry make for a rather thick and ripe aromatic entry to this appellation blend. It is also thick on the palate, where dark-cherry flavors make for a ripe and structured experience.",https://www.winemag.com/buying-guide/cinnabar-2015-pinot-noir-central-coast-305059/,Central Coast,Cinnabar 2015 Pinot Noir (Central Coast),Cinnabar,127.0,127.0
629,629,529.0,13.9%,Decoy,750 ml,Red,88,"$25,  Buy Now","This is a value-driven blend that delivers plenty of quality flavor for the price, including an explosion of juicy dark cherry, cassis and rich round nicely integrated oak and tannin. It's enjoyable now and sure to please a crowd.",https://www.winemag.com/buying-guide/decoy-2015-red-sonoma-county/,Sonoma County,Decoy 2015 Red (Sonoma County),Decoy,128.0,128.0
630,630,530.0,13.6%,"Sonoma Coast, Sonoma, California, US",750 ml,White,88,"$32,  Buy Now","Oily and oaky, this white is light bodied and viscous, featuring layered flavors of green apple, lemon and wet stone.",https://www.winemag.com/buying-guide/domenica-amato-2017-ceja-farms-grenache-blanc-sonoma-coast/,Grenache Blanc,Domenica Amato 2017 Ceja Farms Grenache Blanc (Sonoma Coast),Domenica Amato,129.0,129.0
631,631,531.0,13.6%,"Carneros, Napa-Sonoma, California, US",750 ml,White,88,"$32,  Buy Now","This is estate-grown wine, crisp and sharply tense in acidity, the flavors marked by a distinction of green apple, pear and pineapple. The oak is measured and unobtrusive.",https://www.winemag.com/buying-guide/etude-2016-grace-benoist-ranch-chardonnay-carneros/,Chardonnay,Etude 2016 Grace Benoist Ranch Chardonnay (Carneros),Etude,130.0,130.0
632,632,532.0,13.1%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White,88,"$22,  Buy Now","This tangy, tasty wine will appeal greatly to those who favor highly acidic, lemony whites. The lip-licking acidity conjures up a citrus mix of grapefruit, lemon and orange. It was fermented in stainless and picked at low pH to emphasize the juicy acidity.",https://www.winemag.com/buying-guide/five-fourteen-vineyards-2017-estate-pinot-gris-willamette-valley/,Pinot Gris,Five Fourteen Vineyards 2017 Estate Pinot Gris (Willamette Valley),Five Fourteen Vineyards,131.0,131.0
633,633,533.0,14.6%,J. McClelland,750 ml,White,88,"$35,  Buy Now","This full-bodied white has an intensity of oak and baked fruit, which is a combination of apple and pear. Aromas of nutmeg accentuate the richness and warmth of the overall experience.",https://www.winemag.com/buying-guide/j-mcclelland-2015-chardonnay-oak-knoll-district-305983/,Oak Knoll District,J. McClelland 2015 Chardonnay (Oak Knoll District),J. McClelland,132.0,132.0
634,634,534.0,12.5%,Keeler,750 ml,White,88,"$40,  Buy Now","The aromatics from these biodynamically grown grapes are compelling, though in the mouth the flavors fall a bit short of completely ripened fruit. Apple skin, citrus pith and a touch of grapefruit are on display. Despite 14 months on the lees, the mouthfeel flattens out through the finish. Best consumed now through 2020.",https://www.winemag.com/buying-guide/keeler-2016-chardonnay-eola-amity-hills/,Eola-Amity Hills,Keeler 2016 Chardonnay (Eola-Amity Hills),Keeler,133.0,133.0
635,635,535.0,12.5%,"Finger Lakes, Finger Lakes, New York, US",750 ml,White,88,"$24,  Buy Now","Fresh aromas of apple and quince show a delicate grip on the nose, leading to a textured palate that's peppered with tonic water. The acidity is drawing yet well-honed, giving a wine that's refreshing, crisp and begging to be served alongside food.",https://www.winemag.com/buying-guide/lamoreaux-landing-2017-yellow-dog-vineyard-estate-bottled-riesling-finger-lakes/,Riesling,Lamoreaux Landing 2017 Yellow Dog Vineyard Estate Bottled Riesling (Finger Lakes),Lamoreaux Landing,134.0,134.0
636,636,536.0,14.2%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red,88,"$44,  Buy Now","Equal parts Syrah and Cabernet Sauvignon aged for 20 months in new American oak. The aromas are lighter styled, with notes of dark fruit and abundant barrel spice. Ripe, rich black fruit flavors that pack a big punch follow. It seems a bit one note, but what's there is quite nice.",https://www.winemag.com/buying-guide/liberty-lake-2016-heritage-reserve-red-wine-syrah-cabernet-sauvignon-red-mountain-305713/,Syrah-Cabernet Sauvignon,Liberty Lake 2016 Heritage Reserve Red Wine Syrah-Cabernet Sauvignon (Red Mountain),Liberty Lake,135.0,135.0
637,637,537.0,14.5%,Maryhill,750 ml,White,88,"$18,  Buy Now","The aromas are generous, with notes of melon, white flower, pear and peach. The apricot and peach flavors are full bodied, sweet, ripe and nectarous with a warm finish. It delivers a lot of appeal, though the apparent residual sugar runs a bit high.",https://www.winemag.com/buying-guide/maryhill-2017-viognier-columbia-valley-wa-305611/,Columbia Valley (WA),Maryhill 2017 Viognier (Columbia Valley (WA)),Maryhill,136.0,136.0
638,638,538.0,12.5%,"Napa County, Napa, California, US",750 ml,Sparkling,88,"$24,  Buy Now","Sweet notions of peach and nectarine mark this fleshy, creamy rich and round sparkler, textured with an undeniable lushness. Both Chardonnay and Pinot Noir go into the blend.",https://www.winemag.com/buying-guide/mumm-napa-nv-cuvee-m-sparkling-napa-county-305829/,Sparkling Blend,Mumm Napa NV Cuvée M Sparkling (Napa County),Mumm Napa,137.0,137.0
639,639,539.0,14.5%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,88,"$32,  Buy Now","Tart, tangy acidity is persistent through this wine's full-bodied character of robust dark-red fruit, black tea and dried herb. It offers richness and ripeness.",https://www.winemag.com/buying-guide/peter-paul-wines-2016-gravenstein-highway-pinot-noir-sonoma-coast/,Pinot Noir,Peter Paul Wines 2016 Gravenstein Highway Pinot Noir (Sonoma Coast),Peter Paul Wines,138.0,138.0
640,640,540.0,12%,Rancho Sisquoc,750 ml,White,88,"$15,  Buy Now","White peach, banana, lemon wedge and tropical fruits show on the nose of this bottling of a grape rarely seen in California. There is a flash of sweetness at the tip of the sip, followed by tingly acidity and pome-fruit flavors.",https://www.winemag.com/buying-guide/rancho-sisquoc-2017-sylvaner-santa-barbara-county-305071/,Santa Barbara County,Rancho Sisquoc 2017 Sylvaner (Santa Barbara County),Rancho Sisquoc,139.0,139.0
641,641,541.0,14.5%,"Mokelumne River, Central Valley, California, US",750 ml,Red,88,"$26,  Buy Now","This bold and full-bodied wine has ripe jammy Port-like aromas, plump blackberry flavors and a rich, almost-sweet, palate impression. It's certainly mouth coating and tooth staining.",https://www.winemag.com/buying-guide/riaza-2015-unorthodox-syrah-mokelumne-river/,Syrah,Riaza 2015 Unorthodox Syrah (Mokelumne River),Riaza,140.0,140.0
642,642,542.0,14.5%,"Alexander Valley, Sonoma, California, US",750 ml,Red,88,"$55,  Buy Now","This Cabernet Sauvignon-based blend includes smaller amounts of Malbec, Merlot, Petit Verdot and Cabernet Franc, in that order. Together, they offer a robust, oaky and soft expression of mild blue and black fruit, dusted in toasted oak and tobacco.",https://www.winemag.com/buying-guide/rodney-strong-2014-symmetry-meritage-alexander-valley/,Meritage,Rodney Strong 2014 Symmetry Meritage (Alexander Valley),Rodney Strong,141.0,141.0
643,643,543.0,14.5%,"Napa Valley, Napa, California, US",750 ml,Red,88,"$75,  Buy Now",Spicy clove and black pepper adorn a burly build of subdued black fruit in this reserve-level wine. The finish is soft and moderate.,https://www.winemag.com/buying-guide/rutherford-ranch-2016-reserve-malbec-napa-valley/,Malbec,Rutherford Ranch 2016 Reserve Malbec (Napa Valley),Rutherford Ranch,142.0,142.0
644,644,544.0,14.2%,"Paso Robles, Central Coast, California, US",750 ml,Red,88,"$40,  Buy Now","Crushed rocks, black currant, caramel and toasty oak make for a bright, minerally entry to this blend of 38% Cabernet Sauvignon, 38% Syrah and 24% Petite Sirah. Sour black-plum flavors meet with lilac on the palate.",https://www.winemag.com/buying-guide/sculpterra-2015-statuesque-red-paso-robles-305075/,Red Blend,Sculpterra 2015 Statuesque Red (Paso Robles),Sculpterra,143.0,143.0
645,645,545.0,14.5%,Urgency,750 ml,Red,88,"$25,  Buy Now","This wine has a good range of fruit, spice and wood flavors along with appealing balance and a smooth, lightly tannic texture. Hints of cedar, black cherry and raspberry light up the palate.",https://www.winemag.com/buying-guide/urgency-2016-cabernet-sauvignon-california/,California,Urgency 2016 Cabernet Sauvignon (California),Urgency,144.0,144.0
646,646,546.0,13.8%,Wolff,750 ml,Red,88,"$25,  Buy Now","Very shy aromas of black raspberry show on the nose of this bottling. Tart black-plum and elderberry flavors meet with dried herbs on the palate, but the overall expression is very mellow and reserved.",https://www.winemag.com/buying-guide/wolff-2015-syrah-edna-valley/,Edna Valley,Wolff 2015 Syrah (Edna Valley),Wolff,145.0,145.0
647,647,547.0,14.4%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,Red,88,"$49,  Buy Now","Bay leaf, tarragon, black-plum sauce and Asian spices show on the sharp nose of this bottling. There's a rich streak of boysenberry to the palate as well as juniper and pine needle touches. Still needs time to evolve.",https://www.winemag.com/buying-guide/wrath-2016-tondre-grapefield-pinot-noir-santa-lucia-highlands-305504/,Pinot Noir,Wrath 2016 Tondré Grapefield Pinot Noir (Santa Lucia Highlands),Wrath,146.0,146.0
648,648,548.0,14.7%,"California, California Other, California, US",750 ml,Red,88,"$20,  Buy Now","It's easy to like this generous, fruity and plush-textured wine based on French grape varieties, led by 45% Tannat and followed by Cabernet Sauvignon, Merlot and Cabernet Franc. Raspberry and blackberry aromas and flavors are lightly shaded by spicy oak notes and there is a moderate dose of tannin to balance the jammy fruit character.",https://www.winemag.com/buying-guide/y-rousseau-2016-son-of-a-butcher-red-california/,Red Blend,Y Rousseau 2016 Son of a Butcher Red (California),Y Rousseau,147.0,147.0
649,649,549.0,13%,A to Z,750 ml,White,88,"$15,  Buy Now","Unoaked and showing flavors of green apple flesh and peel. There's a pleasing sharpness to the mouthfeel. Flavors penetrate and linger, suggesting a match to any and all white fish in a butter sauce.",https://www.winemag.com/buying-guide/a-to-z-2017-chardonnay-oregon/,Oregon,A to Z 2017 Chardonnay (Oregon),A to Z,148.0,148.0
650,650,550.0,,Barnard Griffin,750 ml,Red,88,"$18,  Buy Now","Flower, soil, herb, spice and black cherry aromas lead to ripe dark fruit flavors that taper ever so slightly toward the cocoa-filled finish. There is a lot to like.",https://www.winemag.com/buying-guide/barnard-griffin-2016-merlot-columbia-valley-wa-305746/,Columbia Valley (WA),Barnard Griffin 2016 Merlot (Columbia Valley (WA)),Barnard Griffin,149.0,149.0
651,651,551.0,9.7%,"Seneca Lake, Finger Lakes, New York, US",750 ml,White,88,"$21,  Buy Now","Defined aromas of grapefruit and crisp apple start off this semidry Riesling. A solid concentration of stone fruit and apple flavors marks the palate, with a frame of bright acidity to keep the balance.",https://www.winemag.com/buying-guide/bellangelo-2016-morris-vineyard-riesling-seneca-lake/,Riesling,Bellangelo 2016 Morris Vineyard Riesling (Seneca Lake),Bellangelo,150.0,150.0
652,652,552.0,11.3%,Bellangelo,750 ml,White,88,"$17,  Buy Now","Slate and smoke mask a core of peach juice and crushed tangerine on the nose of this semidry Riesling. The palate is a well-blended mix of ripe stone fruit, sugar-dusted blossoms and sour green apple, with a pillowy, marshmallow finish.",https://www.winemag.com/buying-guide/bellangelo-2016-riesling-finger-lakes/,Finger Lakes,Bellangelo 2016 Riesling (Finger Lakes),Bellangelo,151.0,151.0
653,653,553.0,14.6%,Berryessa Gap,750 ml,Red,88,"$22,  Buy Now","Ripe and lush, this full-bodied wine practically oozes raspberry and sweet cherry flavors. The texture is very smooth and polished too.",https://www.winemag.com/buying-guide/berryessa-gap-2016-zinfandel-yolo-county-305236/,Yolo County,Berryessa Gap 2016 Zinfandel (Yolo County),Berryessa Gap,152.0,152.0
654,654,554.0,13.5%,Bishop's Peak,750 ml,Red,88,"$22,  Buy Now","Dried sage, bay leaf and thyme play against red cherry, raspberry and white pepper on the nose of this affordably priced twist-top bottling from the Talleys. Crushed carnations and tart cranberry flavors meet with orange rind on the palate.",https://www.winemag.com/buying-guide/bishops-peak-2016-pinot-noir-san-luis-obispo-county/,San Luis Obispo County,Bishop's Peak 2016 Pinot Noir (San Luis Obispo County),Bishop's Peak,153.0,153.0
655,655,555.0,15.3%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red,88,"$60,  Buy Now","Violets, lilacs, black fruits and star anise make for a very showy nose on this blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Malbec. Very floral flavors arise on the sip, where grainy tannins carry ripe black-plum-paste flavors.",https://www.winemag.com/buying-guide/black-ridge-2013-san-andreas-red-santa-cruz-mountains-306342/,Bordeaux-style Red Blend,Black Ridge 2013 San Andreas Red (Santa Cruz Mountains),Black Ridge,154.0,154.0
656,656,556.0,12.5%,"Sonoma County, Sonoma, California, US",750 ml,Sparkling,88,"$30,  Buy Now","With a copper-orange hue, this is made from a majority of Pinot Noir though it offers flavors indicative of the Chardonnay content as well. Driven by citrus tones of tangerine, it has a dry gritty texture, mid-level structure and lasting acidity.",https://www.winemag.com/buying-guide/breathless-nv-blanc-de-noirs-sparkling-sonoma-county-299053/,Sparkling Blend,Breathless NV Blanc de Noirs Sparkling (Sonoma County),Breathless,155.0,155.0
657,657,557.0,14.5%,Brook & Bull,750 ml,Red,88,"$34,  Buy Now","Green pepper, green herb, jalapeño and black cherry aromas are followed by sleek, fresh, well-balanced fruit flavors. One wants a bit more concentration but what's there is pleasing, accented by tart, lively acidity.",https://www.winemag.com/buying-guide/brook-bull-2016-cabernet-franc-columbia-valley-wa-305743/,Columbia Valley (WA),Brook & Bull 2016 Cabernet Franc (Columbia Valley (WA)),Brook & Bull,156.0,156.0
658,658,558.0,12.5%,"Oregon, Oregon Other, Oregon, US",375 ml,White,88,"$8,  Buy Now","This is quality wine in a can, with no metallic flavor, just pretty, plush flavors of apple, melon and pear. The convenience of cans makes it easy to chill, pack, open and recycle.",https://www.winemag.com/buying-guide/canned-oregon-nv-oregon-white-pinot-gris-oregon/,Pinot Gris,Canned Oregon NV Oregon White Pinot Gris (Oregon),Canned Oregon,157.0,157.0
659,659,559.0,14.1%,"Paso Robles, Central Coast, California, US",750 ml,White,88,"$25,  Buy Now","Light aromas of honeydew and honey show on the restrained nose of this bottling. The palate is all about a tight texture, with springtime flavors of white flowers and lime pith showing through.",https://www.winemag.com/buying-guide/castoro-cellars-2017-dos-vinas-vineyard-reserve-viognier-paso-robles/,Viognier,Castoro Cellars 2017 Dos Vinas Vineyard Reserve Viognier (Paso Robles),Castoro Cellars,158.0,158.0
660,660,560.0,15%,"Central Coast, Central Coast, California, US",750 ml,Red,88,"$36,  Buy Now","Sweet and dark aromas of blackberry, dark chocolate, mint and charcoal show on the nose of this bottling. It's quite thick on the palate with strong tannins that cut the extracted black-currant and cigar-box flavors.",https://www.winemag.com/buying-guide/clos-la-chance-2014-reserve-malbec-central-coast-305066/,Malbec,Clos La Chance 2014 Reserve Malbec (Central Coast),Clos La Chance,159.0,159.0
661,661,561.0,11.5%,"Finger Lakes, Finger Lakes, New York, US",750 ml,White,88,"$16,  Buy Now","Honey-drizzled apple and white blossoms start off this semisweet wine. It's ripe on the palate, with luscious flavors peach and melon that end on a caramel tone.",https://www.winemag.com/buying-guide/damiani-2016-semi-sweet-riesling-finger-lakes/,Riesling,Damiani 2016 Semi-Sweet Riesling (Finger Lakes),Damiani,160.0,160.0
662,662,562.0,14%,Ferguson Crest,750 ml,White,88,"$28,  Buy Now","Clean honeydew, lime balm and peach-orange aromas meet with vanilla and white-rock aromas on the nose of this bottling. There is a flash of sweetness to the palate, where ripe apple and pear flavors combine with lemon syrup.",https://www.winemag.com/buying-guide/ferguson-crest-2017-viognier-santa-barbara-county/,Santa Barbara County,Ferguson Crest 2017 Viognier (Santa Barbara County),Ferguson Crest,161.0,161.0
663,663,563.0,14%,Foris,750 ml,White,88,"$14,  Buy Now","As with all of the Foris white wines, refreshing minerality and an overall sense of immaculate fruit preservation are foremost. The supporting minerality emphasizes focused flavors of cucumber and jicama through a refreshing finish.",https://www.winemag.com/buying-guide/foris-2017-pinot-gris-southern-oregon/,Southern Oregon,Foris 2017 Pinot Gris (Southern Oregon),Foris,162.0,162.0
664,664,564.0,15%,"South Coast, South Coast, California, US",750 ml,Red,88,"$58,  Buy Now","Boysenberry, mocha, tar, roasted meat and mint show on the nose of this bottling from southern California. Rocky tarry flavors arise on the palate, with a slightly primary boysenberry-juice backbone.",https://www.winemag.com/buying-guide/hawk-watch-winery-2015-solo-barrique-syrah-south-coast-305107/,Syrah,Hawk Watch Winery 2015 Solo Barrique Syrah (South Coast),Hawk Watch Winery,163.0,163.0
665,665,565.0,14%,Henry Earl,750 ml,White,88,"$28,  Buy Now","Sourced from from Quintessence Vineyard, this wine offers aromas of toast, fig, lemon balm and herb. These tones echo on the full-bodied palate but dip a little in concentration.",https://www.winemag.com/buying-guide/henry-earl-2017-sauvignon-blanc-red-mountain-305584/,Red Mountain,Henry Earl 2017 Sauvignon Blanc (Red Mountain),Henry Earl,164.0,164.0
666,666,566.0,14.2%,Kalaris,750 ml,Red,88,"$55,  Buy Now","High-toned acidity lifts a delicate offering of cinnamon, plum and blueberry in this soft, round and approachable red.",https://www.winemag.com/buying-guide/kalaris-2014-merlot-napa-valley-306454/,Napa Valley,Kalaris 2014 Merlot (Napa Valley),Kalaris,165.0,165.0
667,667,567.0,14.5%,Kirkland Signature,750 ml,Red,88,"$11,  Buy Now","This wine delivers substantial bang for the buck, blending a majority of Merlot with sizable amounts of Cabernet Sauvignon and Cabernet Franc, and small drops of Petit Verdot and Malbec. Firm tannins grip flavors of sage, cedar and graphite, with smoky blackberry playing on the full-bodied palate.",https://www.winemag.com/buying-guide/kirkland-signature-2015-red-napa-valley/,Napa Valley,Kirkland Signature 2015 Red (Napa Valley),Kirkland Signature,166.0,166.0
668,668,568.0,15.8%,"El Dorado, Sierra Foothills, California, US",750 ml,Red,88,"$32,  Buy Now","This is a monster wine that goes for broke in terms of big bold flavors, full body and massive tannins. The color is black almost to the rim, the aromas are peppery and espresso-like, while the flavors are full of black fruit but also tightly strapped in by tannins. The wine could open up with extended aging, so it's best to drink after 2025.",https://www.winemag.com/buying-guide/lava-cap-2015-reserve-petite-sirah-el-dorado/,Petite Sirah,Lava Cap 2015 Reserve Petite Sirah (El Dorado),Lava Cap,167.0,167.0
669,669,569.0,14.5%,L'Ecole No. 41,750 ml,White,88,"$22,  Buy Now","Aromas of lees, squash, custard, nut, candy corn and spice lead to full-bodied fruit flavors. There's a lovely sense of texture that piques the interest.",https://www.winemag.com/buying-guide/lecole-no-41-2017-chardonnay-columbia-valley-wa-305721/,Columbia Valley (WA),L'Ecole No. 41 2017 Chardonnay (Columbia Valley (WA)),L'Ecole No. 41,168.0,168.0
670,670,570.0,14.5%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red,88,"$29,  Buy Now","Concentrated blackberry syrup, lilac, caramel and cedar show on the nose of this bottling. There is a strong cigar-box element to the palate, but it works with the rich black-currant flavors, all framed by tense tannins.",https://www.winemag.com/buying-guide/martin-ranch-2015-therese-vineyards-dos-ninas-vineyard-syrah-santa-clara-valley-306321/,Syrah,Martin Ranch 2015 Therese Vineyards Dos Ninas Vineyard Syrah (Santa Clara Valley),Martin Ranch,169.0,169.0
671,671,571.0,14.8%,"Nevada County, Sierra Foothills, California, US",750 ml,Red,88,"$45,  Buy Now","This medium-bodied wine has lots of fruit, light oak spices and a firm, lightly tannic texture. Raspberries and raisins are the key flavors and though almost sweet, they are balanced by good acidity and grippy tannins.",https://www.winemag.com/buying-guide/naggiar-2016-il-nonno-estate-reserve-red-nevada-county/,Red Blend,Naggiar 2016 Il Nonno Estate Reserve Red (Nevada County),Naggiar,170.0,170.0
672,672,572.0,14.5%,Oak Farm,750 ml,Red,88,"$25,  Buy Now","Full bodied and firm textured, this wine offers plenty of fruit flavor, light oak shadings from the use of 30% new oak barrels and a good grippy mouthfeel.",https://www.winemag.com/buying-guide/oak-farm-2016-cabernet-sauvignon-lodi/,Lodi,Oak Farm 2016 Cabernet Sauvignon (Lodi),Oak Farm,171.0,171.0
673,673,573.0,14.5%,"Lodi, Central Valley, California, US",750 ml,Red,88,"$15,  Buy Now","This spicy oaky wine is not quite sweet, but is packed full of strawberry jam, maple syrup and Maraschino cherry flavors that give it an exuberant, fruity personality. It has good fruit acidity and light tannins to add some textural counterpoint to the jamminess.",https://www.winemag.com/buying-guide/precision-wine-2016-navigator-zinfandel-lodi/,Zinfandel,Precision Wine 2016 Navigator Zinfandel (Lodi),Precision Wine,172.0,172.0
674,674,574.0,14.9%,"Russian River Valley, Sonoma, California, US",750 ml,Red,88,"$69,  Buy Now","Barnyardy earth and leather combine around spicy, robust tannin and a wealth of full-bodied fruit. Black cherry and strawberry take on ripe bold richness that persist throughout the rich palate.",https://www.winemag.com/buying-guide/roadhouse-winery-2016-black-label-nunes-pinot-noir-russian-river-valley/,Pinot Noir,Roadhouse Winery 2016 Black Label Nunes Pinot Noir (Russian River Valley),Roadhouse Winery,173.0,173.0
675,675,575.0,14.9%,"Sonoma Mountain, Sonoma, California, US",750 ml,Red,88,"$69,  Buy Now","Smoky oak and a hint of citrus combine in complementary ways in this earthy, rich and full-bodied red. Cherry-cola and vanilla flavors provide a burly fruity experience on the boldly built palate.",https://www.winemag.com/buying-guide/roadhouse-winery-2016-purple-label-silver-pines-pinot-noir-sonoma-mountain/,Pinot Noir,Roadhouse Winery 2016 Purple Label Silver Pines Pinot Noir (Sonoma Mountain),Roadhouse Winery,174.0,174.0
676,676,576.0,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red,88,"$40,  Buy Now","Black cherry and woody cedar aromas show strongly on the nose of this blend of 50% Cabernet Sauvignon, 25% Cabernet Franc and 25% Merlot. It's quite thick and stiff on the palate, where the wood spice overtakes the dark-cherry fruit.",https://www.winemag.com/buying-guide/sculpterra-2015-maquette-red-paso-robles-305499/,Bordeaux-style Red Blend,Sculpterra 2015 Maquette Red (Paso Robles),Sculpterra,175.0,175.0
677,677,577.0,14.6%,Sightglass,750 ml,Red,88,"$40,  Buy Now","This wine is 100% varietal, with all of the fruit coming from Stillwater Creek Vineyard. Aromas of char, roasted coffee bean, fresh herb and cherry lead creamy-feeling fruit and barrel flavors, with toast and coffee notes lingering on the finish. The barrel influence seems overweighted for the fruit that's in the bottle, but there are good things going on if it settles in.",https://www.winemag.com/buying-guide/sightglass-2016-cabernet-franc-columbia-valley-wa-305732/,Columbia Valley (WA),Sightglass 2016 Cabernet Franc (Columbia Valley (WA)),Sightglass,176.0,176.0
678,678,578.0,13.9%,Sola,750 ml,Red,88,"$15,  Buy Now","Inviting aromas of Bing cherries, star anise, mace, tobacco and wood spice show on the nose of this blend. There's a strong herbal kick on the earthy palate, where turned loam and red-cherry flavors arise.",https://www.winemag.com/buying-guide/sola-2015-meritage-paso-robles-305498/,Paso Robles,Sola 2015 Meritage (Paso Robles),Sola,177.0,177.0
679,679,579.0,14.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,88,"$35,  Buy Now","The aromas lack a sense of clarity, with notes of boysenberry and blue fruit lurking in the background. The palate is lighter styled but well proportioned, tapering toward the finish. The flavors are very pretty, but the aromas don't seem to sync up at present.",https://www.winemag.com/buying-guide/structure-2016-stillwater-creek-vineyard-syrah-columbia-valley-wa-305765/,Syrah,Structure 2016 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Structure,178.0,178.0
680,680,580.0,13.5%,A to Z,750 ml,White,88,"$15,  Buy Now","Production of this workhorse Pinot Gris tops 66,000 cases, but the quality remains consistently good and the price looks more and more like a bargain as comparable wines creep upward in cost. Precisely layered flavors of apple, pear and white melon comprise the palate, with a gentle touch of spice.",https://www.winemag.com/buying-guide/a-to-z-2017-pinot-gris-oregon/,Oregon,A to Z 2017 Pinot Gris (Oregon),A to Z,179.0,179.0
681,681,581.0,12.2%,"Finger Lakes, Finger Lakes, New York, US",750 ml,White,88,"$14,  Buy Now","Soft aromas of pollen-dusted apple and peach meet a sheen of spring ramps on the nose. This semisweet offering is light in feel, with flavors of juicy melon and tart yellow apple that are backed by wet stone and citrus.",https://www.winemag.com/buying-guide/anthony-road-2017-semi-sweet-riesling-finger-lakes/,Riesling,Anthony Road 2017 Semi-Sweet Riesling (Finger Lakes),Anthony Road,180.0,180.0
682,682,582.0,14.5%,Buttonwood Farm,750 ml,Red,88,"$28,  Buy Now","Earthy aromas of gravelly minerality, clay and damp wood meet with tart red currants on the nose of this lightly bodied Cab from a historic vineyard. There is a lot of herbal tension to the palate, which is fairly green and framed by tannins that still need smoothing out.",https://www.winemag.com/buying-guide/buttonwood-farm-2013-cabernet-sauvignon-santa-ynez-valley-305040/,Santa Ynez Valley,Buttonwood Farm 2013 Cabernet Sauvignon (Santa Ynez Valley),Buttonwood Farm,181.0,181.0
